V_TRI_FORM_R_EZ.ACCURACY_SCORE,V_TRI_FORM_R_EZ.ACTIVE_DATE,V_TRI_FORM_R_EZ.ACTIVE_STATUS,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.CHEM_NAME,V_TRI_FORM_R_EZ.CHEM_PROCESSING_AID,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.DISP_LANDFILL_SURF_IMP,V_TRI_FORM_R_EZ.DISP_LAND_TREATMENT,V_TRI_FORM_R_EZ.DISP_OTHER_LAND_DISP,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.FAC_CLOSED_IND,V_TRI_FORM_R_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_NA,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LANDF_8795_TOT_REL,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TREA_BASIS_EST_CODE,V_TRI_FORM_R_EZ.LAND_TREA_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LAND_TREA_TOT_REL,LATITUDE,LONGITUDE,V_TRI_FORM_R_EZ.OFF_SITE_CITY_1,V_TRI_FORM_R_EZ.OFF_SITE_CITY_3,V_TRI_FORM_R_EZ.OFF_SITE_CITY_4,V_TRI_FORM_R_EZ.ONS_WASTESTREAM_CODE_9,V_TRI_FORM_R_EZ.OTH_DISP_TOT_REL,V_TRI_FORM_R_EZ.OTH_LANDF_BASIS_EST_CODE,V_TRI_FORM_R_EZ.OTH_LANDF_RELEASE_NA,V_TRI_FORM_R_EZ.SOURCE,V_TRI_FORM_R_EZ.TRI_CHEM_ID,V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE
30,1987,1,10,Nickel,0,HARMONY,5,0,0,,MAIN STEEL POLISHING CO,0,NA,1,,,0,0,,,0,40.79808,-80.12144,ALIQUIPPA,MCKEESPORT,STREETSBORO,,0,,1,Reported,7440020,1603WMNSTL6WHIT,0
25,1987,1,542,tert-Butyl alcohol,0,MONACA,0,0,0,,BASF CORP,0,NA,0,,,0,0,,,0,40.660554,-80.347521,,,,,0,,1,Reported,75650,15061PLYSR370FR,990
10,1987,1,754.6,Zinc compounds,0,JOHNSTOWN,65326,0,0,,JOHNSTOWN WIRE TECHNOLOGIES I NC,0,NA,0,,,0,0,,,0,40.35172,-78.94102,DAVIDSVILLE,,,,0,,1,Reported,N982,15906JHNST124LA,1203
30,1987,1,0,Manganese  And Manganese Compounds,0,FOMBELL,0,0,0,,VEKA INC,0,NA,0,,,0,0,,,0,40.79591,-80.1737,LISBON,,,,0,,1,Reported,N450,16123VKNC0100VE,0
30,1987,1,0,Copper,0,SARVER,0,0,0,,METAL STAMPING CENTER,0,NA,0,,,0,0,,,0,40.73472,-79.76089,EAST ALTON,PITTSBURGH,NATRONA,,0,,1,Reported,7440508,16055BRGST275NO,0
8,1987,1,817,Sulfuric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),1,TRAINER,0,0,0,,MONROE ENERGY LLC-TRAINER REFINERY,0,NA,0,,,0,0,,,0,39.829311,-75.401169,,,,,0,,1,Reported,7664939,19061BPLCMPOSTR,0
30,1987,1,0,Dimethyl sulfate,0,MILL HALL,0,0,0,,CRODA INC,0,NA,0,,,0,0,,,0,41.11435,-77.47121,,,,,0,,,Reported,77781,17751CRDNCDRAKE,0
8,1987,1,1303,Acrylic acid,0,WEST CHESTER,0,0,0,,ARKEMA INC,0,NA,0,,,0,0,,,0,39.959602,-75.589958,,,,,0,,1,Reported,79107,19382SRTMRBOLMA,0
17400,1987,1,475,Ammonia,0,NORTHAMPTON,0,199,0,,NORTHAMPTON GENERATING PLANT,0,NA,0,,,0,0,,,0,40.691957,-75.479887,EBERVALE,,,,0,,1,Reported,7664417,18067NRTHM1HORW,0
30,1987,1,43,Copper,0,ANNVILLE,0,0,0,,BLUESCOPE BUILDINGS NA,0,NA,0,,,0,0,,,0,40.33748,-76.49927,LEBANON,,,,0,,1,Reported,7440508,1700WBLSCP4NRTH,0
30,1987,1,0,Copper,0,FOMBELL,0,0,0,,GREAT SOUTHERN WOOD  - PA INC,0,NA,0,,,0,0,,,0,40.79595,-80.16755,,,,,0,,,Reported,7440508,16123SYLVNRD2BO,0
1000,1987,1,0,Ammonia,0,HUGHESVILLE,0,0,0,,CHAMPIONX-HUGHESVILLE,0,NA,0,,,0,0,,,0,41.22712,-76.72896,,,,,0,,,Reported,7664417,1773WCHMPN356BA,0
30,1990,1,195,Creosote,0,NEEDMORE,0,0,0,,MELLOTT WOOD PRESERVING CO INC,0,NA,0,,,0,0,,,0,39.86529,-78.1528,EL DORADO,,,,0,,1,Reported,8001589,17238MLLTTRD1BO,0
17400,1987,1,56.9,Copper compounds,0,OIL CITY,5238.6,0,0,,ELECTRALLOY,0,NA,0,,,0,5238.6,,,0,41.43112,-79.7164,SARVER,LOWELLVILLE,,,0,O ,0,Reported,N100,16301LCTRL175MA,0
30,1987,1,12.37,Lead compounds,0,BUTLER,0,0,0,,BEAR METALLURGICAL CO,0,NA,1,,,0,0,,,0,40.86768,-79.86873,QUEBEC,,,,0,,1,Reported,N420,16001BRMTL679EB,0.272
30,1987,1,0.27,Hexachlorobenzene,0,DARLINGTON,0.64,0,0,,EVOQUA WATER TECNOLOGIES DARLINGTON FACILITY,0,NA,0,,,0,0,,,0,40.79628,-80.46784,CORUNNA,,,,0,,1,Reported,118741,16115NVRTR118PA,0
8,1987,1,7824,Tetrachloroethylene,0,WARMINSTER,0,0,0,,CRC INDUSTRIES INC,0,NA,0,,,0,0,,,0,40.208122,-75.080612,GRAFTON,,,,0,,1,Reported,127184,18974CRCCH885LO,0
25,1987,1,5876,Vinyl acetate,0,MILL HALL,0,0,0,,AVERY DENNISON MILL HALL,0,NA,0,,,0,0,,,0,41.1153,-77.468133,AVON,LIVONIA,,,0,,1,Reported,108054,17751VRYCHDRAKE,0
18550,1987,1,3.04,Mercury compounds,0,FRACKVILLE,200.73,0,0,,WHEELABRATOR FRACKVILLE ENERGY CO INC,0,NA,0,,,0,0,,,0,40.7817,-76.1781,FRACKVILLE,,,,0,,1,Reported,N458,17931WHLBRMOREA,0
100,1987,1,13363,Ethylene,0,MONESSEN,0,0,0,,CLEVELAND-CLIFFS MONESSEN COKE LLC,0,NA,0,,,0,0,,,0,40.1632,-79.8861,,,,,0,,1,Reported,74851,15062MNSSN345DO,0
30,1987,1,0,Copper,0,COATESVILLE,0,0,0,,NATHAN TROTTER & CO INC,0,NA,1,,,0,0,,,0,39.97611,-75.88771,WEST CHESTER,,,,0,,1,Reported,7440508,1932WSTWRT241ST,0
8,1987,1,74,Cobalt  And Cobalt Compounds,0,FRANKLIN,967,0,0,,BORCHERS AMERICAS INC,0,NA,1,,,0,0,,,0,41.412453,-79.797531,AVON,YOUNGSTOWN,GAHANNA,,0,,1,Reported,N096,16323MNYCHTWOMI,5
50,1995,1,0,Sodium dimethyldithiocarbamate,0,ELLWOOD CITY,0,0,0,,NALCO CO,0,NA,0,,,0,0,,,0,40.850404,-80.273967,WAYNESBURG,,,,0,,1,Reported,128041,16117CLGNCPOBOX,0
300,1987,1,82,Nitric acid,0,KOPPEL,0,0,0,,SWAGELOK PROCESSING CO,0,NA,0,,,0,0,,,0,40.842517,-80.321164,CANTON,GRAFTON,,,0,,1,Reported,7697372,16136BBCCKSR181,0
30,1987,1,0,Chromium,0,CAMBRIDGE SPRINGS,0,0,0,,MEADVILLE FORGING CO,0,NA,0,,,0,0,,,0,41.80958,-80.06325,PHOENIX,,,,0,,1,Reported,7440473,16403MDVLL440MC,0
31,1987,1,93,Manganese,0,CRESSONA,38.34,0,0,,HYDRO EXTRUSION USA LLC CRESSONA OPERATION,0,NA,0,,,0,0,,,0,40.632927,-76.187912,CLEVELAND,YORK,EAST LIVERPOOL,,0,,1,Reported,7439965,17929CRSSNPOTTS,12.42
64259,1987,1,0.36,Manganese compounds,0,BOYERTOWN,62921,0,0,,GLOBAL ADVANCED METALS USA,0,NA,1,,,0,0,,,0,40.344604,-75.613052,BIRDSBORO,,,,0,,1,Reported,N450,19512CBTCRCOUNT,209.4
50,1987,1,0,Trichloroethylene,0,PHILADELPHIA,0,0,0,,QUAKER CITY CHEMICALS,0,NA,0,,,0,0,,,0,40.02477,-75.028197,,,,,0,,,Reported,79016,19136QKRCT7360M,0
50,1987,1,16,Copper,0,BENSALEM,0,0,0,,DRAKE REFRIGERATION INC,0,NA,0,,,0,0,,,0,40.07939,-74.9351,,,,,0,,1,Reported,7440508,1902WDRKRF29SAM,0
1,1995,1,20.6,Diisocyanates,0,YORK,0,0,0,,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,0,NA,0,,,0,0,,,0,39.993215,-76.707503,,,,,0,,1,Reported,N120,17402HRLYD1425E,0
17466,1987,1,0.018,Mercury,0,SHARON HILL,0,0,0,,EASTERN CONCRETE MATERIALS / SHARON HILL,0,NA,0,,,0,0,,,0,39.895667,-75.263639,,,,,0,,1,Reported,7439976,1907WSTRNCCALCN,0
30,1987,1,0,Lead,0,POTTSTOWN,167,0,0,,DANA DRIVESHAFT PRODUCTS LLC,0,NA,0,,,0,0,,,0,40.24181,-75.62816,LANCASTER,BOYERTOWN,,,0,,1,Reported,7439921,19464DNCRP125SK,0
50,1987,1,0,Chromium,0,LEBANON,0,0,0,,REGAL CAST INC,0,NA,0,,,0,0,,,0,40.343862,-76.426951,,,,,0,,,Reported,7440473,17046RGLCS307N9,0
17430,1987,1,102.9,Manganese compounds,0,BUTLER,74,0,0,,HARSCO METALS - BUTLER,0,NA,0,,,0,0,,,0,40.83013,-79.933445,WEST SUNBURY,,,,0,,1,Reported,N450,16001HCKTTARMCO,0
50,1987,1,0,Manganese compounds,0,MECHANICSBURG,0,0,0,,NESTLE PURINA PETCARE CO,0,NA,0,,,0,0,,,0,40.223255,-77.000441,,,,,0,,,Reported,N450,17055RLSTN6509B,0
30,1987,1,141.9,Aluminum (fume or dust),0,NEW CASTLE,950,0,0,,ELLWOOD QUALITY STEELS CO,0,NA,0,,,0,0,,,0,40.99341,-80.34696,BELLEVILLE,PALMERTON,,,0,,1,Reported,7429905,16101LLWDD700MO,0
17400,1987,1,40,Chromium,0,BRADFORD,23,0,0,,ZIPPO MANUFACTURING CO,0,NA,0,,,0,0,,,0,41.940589,-78.650717,TONAWANDA,BRADFORD,YORK,,0,,1,Reported,7440473,16701ZPPMNCONGR,26
30,1987,1,0,Lead  And Lead Compounds,0,WARRINGTON,0,0,0,,POLYSCIENCES INC,0,NA,0,,,0,0,,,0,40.21886,-75.12973,EAST CHICAGO,,,,0,,1,Reported,N420,18976PLYSC400VA,0
18550,1987,1,136,Ethylene glycol,0,CLAIRTON,0,0,0,,USS-CLAIRTON PLANT,0,NA,0,,,0,0,,,0,40.305088,-79.876911,,,,,0,,1,Reported,107211,15025SSCLR400ST,0
5,1987,1,2518,Zinc compounds,0,BURNHAM,511,0,0,,STANDARD STEEL LLC,0,NA,0,,,0,34,,,0,40.636944,-77.571944,PALMERTON,LANCASTER,,,0,M2,0,Reported,N982,17009STNDR500WA,352
5,1987,1,1,Copper,0,ROBESONIA,0,0,0,,READING ALLOYS INC,0,NA,1,,,0,0,,,0,40.340278,-76.125,,,,,0,,1,Reported,7440508,19551RDNGLPOBOX,0
100,1987,1,1438,Certain glycol ethers,1,CRANBERRY TOWNSHIP,0,0,0,,KAWNEER COMMERCIAL WINDOWS LLC,0,NA,0,,,0,0,,,0,40.707594,-80.110431,AVON,EAST LIVERPOOL,BENTON,,0,,1,Reported,N230,15095TRCTHCRANB,0
8,1987,1,5885,Toluene,1,WEST CHESTER,0,0,0,,ARKEMA INC,0,NA,0,,,0,0,,,0,39.959602,-75.589958,OXFORD,WEST CARROLLTON,LANCASTER,,0,,1,Reported,108883,19382SRTMRBOLMA,0
1,1994,1,2,Thiram,0,CARLISLE,0,0,0,,CARLISLE SYNTEC A DIV OF CARLISLE CONSTRUCTION MATERIA,0,NA,0,,,0,0,,,0,40.199085,-77.222677,,,,,0,,1,Reported,137268,17013CRLSL1509R,0
30,1987,1,0,Chromium,0,DOWNINGTOWN,0,0,0,,BRANDYWINE MACHINE CO INC,0,NA,0,,,0,0,,,0,40.02464,-75.70775,WEST GROVE,PHILADELPHIA,,,0,,1,Reported,7440473,19335BRNDY300CR,0
30,1987,1,0,Phthalic anhydride,0,PITTSBURGH,0,0,0,,PRESSURE CHEMICAL CO,0,NA,0,,,0,0,,,0,40.46327,-79.96851,,,,,0,,1,Reported,85449,15201PRSSR3419S,0
50,1987,1,0,Lead,0,MUNHALL,0,0,0,,BRISTOL METALS LLC - MUNHALL PLANT,0,NA,0,,,0,0,,,0,40.409054,-79.891678,CANTON,,,,0,,1,Reported,7439921,15120DMSCS1001E,0
200,1987,1,30919.8,Toluene,0,PHILADELPHIA,0,0,0,,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,0,NA,1,,,0,0,,,0,39.9147,-75.2005,GRAFTON,,,,0,,1,Reported,108883,19145TLNTC3144P,16.04
100,1987,1,40,Cumene,0,ROCHESTER,2,0,0,,SHERWIN-WILLIAMS CO,0,NA,0,,,0,0,,,0,40.7115,-80.2885,DETROIT,GRAFTON,,,0,,1,Reported,98828,15074THVLS372CL,0
8,1987,1,1097,Cumene,0,TRAINER,0,0,0,,MONROE ENERGY LLC-TRAINER REFINERY,0,NA,1,,,0,0,,,0,39.829311,-75.401169,SMITHFIELD,,,,0,,1,Reported,98828,19061BPLCMPOSTR,0
30,1987,1,0,Certain glycol ethers,0,FAIRLESS HILLS,0,0,0,,SIKA-FAIRLESS HILLS PA,0,NA,0,,,0,0,,,0,40.1623,-74.7504,,,,,0,,,Reported,N230,1903WSKCRP15BEN,0
100,1987,1,3719,Methyl isobutyl ketone,0,ROCHESTER,51,0,0,,SHERWIN-WILLIAMS CO,0,NA,0,,,0,0,,,0,40.7115,-80.2885,DETROIT,BAKERSTOWN,,,0,,1,Reported,108101,15074THVLS372CL,0
25,1987,1,0,Chlorine,0,FREDERICKSBURG,0,0,0,,FARMER'S PRIDE INC,0,NA,0,,,0,0,,,0,40.445014,-76.43442,,,,,0,,,Reported,7782505,17026FRMRS154WM,0
18550,1987,1,363,Xylene (mixed isomers),0,CLAIRTON,0,0,0,,USS-CLAIRTON PLANT,0,NA,0,,,0,0,,,0,40.305088,-79.876911,EAST LIVERPOOL,,,,0,,1,Reported,1330207,15025SSCLR400ST,6
30,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,ERIE,0,0,0,,KLEIN PLATING WORKS INC,0,NA,0,,,0,0,,,0,42.10356,-80.11142,,,,,0,,1,Reported,N511,16502KLNPL2020G,0
30,1987,1,0.16,Nickel,0,ERIE,0,0,0,,GRACO-HIGH PRESSURE,0,NA,0,,,0,0,,,0,42.09498,-80.14533,ERIE,LACKAWANNA,,,0,,1,Reported,7440020,1650WHGHPR2955W,0
50,1987,1,0,Zinc compounds,0,BENSALEM,0,0,0,,ADVANCED LUBRICATION SPECIALTIES,0,NA,0,,,0,0,,,0,40.070314,-74.942472,,,,,0,,,Reported,N982,19020DVNCD420IM,0
30,1987,1,5,Copper,0,ERIE,0,0,0,,LINCOLN FOUNDRY INC,0,NA,0,,,0,0,,,0,42.0985,-80.13703,WICKLIFFE,,,,0,,1,Reported,7440508,16505LNCLN1600I,0
50,1987,1,66.13,Copper,0,YORK,24.75,0,0,,AMERICAN HYDRO CORP,0,NA,0,,,0,0,,,0,39.989789,-76.628856,YORK,,,,0,,1,Reported,7440508,17402MRCNH135ST,0
30,1987,1,255,Manganese  And Manganese Compounds,0,VERONA,0,0,0,,AFFIVAL INC,0,NA,0,,,0,0,,,0,40.51996,-79.81174,,,,,0,,1,Reported,N450,15147FFVLN1297E,0
50,1987,1,1098,Toluene,0,MORRISVILLE,0,0,0,,UNIVAR SOLUTIONS USA INC - STEEL ROAD MORRISVILLE PA,0,NA,0,,,0,0,,,0,40.175854,-74.76717,EAST CHICAGO,,,,0,,1,Reported,108883,19067CHMCN4STEE,0
50,2019,1,0,Nonylphenol Ethoxylates,0,CHAMBERSBURG,0,0,0,,ALEX C FERGUSSON LLC,0,NA,0,,,0,0,,,0,40.005923,-77.649156,LEWISBERRY,,,,0,,1,Reported,N535,17201LXCFR8DEVE,0
10,1987,1,16.42,Lead  And Lead Compounds,0,SMETHPORT,188,0,0,,INTERNATIONAL WAXES INC,0,NA,0,,,0,0,,,0,41.859383,-78.44517,KANE,,,,0,,1,Reported,N420,16749QKRSTINTER,0
30,1987,1,0,Silver,0,PHILADELPHIA,0.078,0,0,,US DEPARTMENT OF THE TREASURY US MINT AT PHILADELPHIA,0,NA,0,,,0,0,,,0,39.95396,-75.14789,MYERSTOWN,,,,0,,1,Reported,7440224,19106NTDST151NI,0
17466,1987,1,2.9,Copper compounds,0,SHOEMAKERSVILLE,53210,0,0,,MATERION BRUSH INC,0,NA,1,,,0,0,,,0,40.49,-75.960556,ELMORE,,,,0,,1,Reported,N100,19555BRSHWSHOEM,81.3
30,1987,1,0,Zinc compounds,0,CHAMBERSBURG,0,0,0,,CARGILL ANIMAL NUTRITION,0,NA,0,,,0,0,,,0,39.99002,-77.63517,,,,,0,,,Reported,N982,1720WCRGLL542VE,0
30,1987,1,0.76,Manganese  And Manganese Compounds,0,MOUNT JOY,0,0,0,,WENGER FEEDS LLC-MOUNT JOY (F/K/A WENGER'S FEED MILL INC),0,NA,0,,,0,0,,,0,40.1127,-76.52331,ELIZABETHTOWN,,,,0,,1,Reported,N450,17552WNGRS230SM,0
30,1987,1,0,Nickel,0,KERSEY,5,0,0,,REBCO INC,0,NA,0,,,0,0,,,0,41.35739,-78.64263,KERSEY,LINDEN,,,0,,1,Reported,7440020,15846RBCNC650BR,0
30,1987,1,539,Chromium,0,BENSALEM,0,0,0,,NATIONAL REFRIGERATION & A/C PRODUCTS,0,NA,1,,,0,0,,,0,40.08042,-74.92569,PHILADELPHIA,,,,0,,1,Reported,7440473,19020NTNLR539DU,0
30,1987,1,0,Nickel,0,DUQUESNE,1.6,0,0,,DURA-BOND COATING INC,0,NA,0,,,0,0,,,0,40.37793,-79.84579,TARENTUM,,,,0,,1,Reported,7440020,15110DRBND5NLIN,0
35900,2000,1,0.0020253,Dioxin and dioxin-like compounds,0,WYSOX,0,0,0,,JELD-WEN INC FIBER DIV - PA,0,NA,0,,,0,0.0000289,C ,,0,41.76242,-76.42046,,,,,0,C ,0,Reported,N150,18848MSNTCMASON,0
50,2015,1,0,Nonylphenol,0,CHARLEROI,0,0,0,,NATIONAL POLYMERS INC,0,NA,0,,,0,0,,,0,40.122307,-79.888696,EAST CHICAGO,,,,0,,1,Reported,N530,15022NTNLP9GUTT,0
50,2015,1,0,Nonylphenol,0,MARS,0,0,0,,FBC CHEMICAL CORP,0,NA,0,,,0,0,,,0,40.691364,-80.000636,,,,,0,,,Reported,N530,16046FBCCH634RT,0
17400,1987,1,6.3,Mercury compounds,0,SPRINGDALE,26.3654,0,0,,CHESWICK POWER PLANT,0,NA,0,,,0,0,,,0,40.53828,-79.790149,CHESWICK,HOUSTON,CUDDY,,0,,1,Reported,N458,15024CHSWCPITTS,0
30,1987,1,0.2,Manganese,0,DUQUESNE,20.2,0,0,,DURA-BOND COATING INC,0,NA,0,,,0,0,,,0,40.37793,-79.84579,MONROEVILLE,,,,0,,1,Reported,7439965,15110DRBND5NLIN,0
50,1987,1,5,Manganese,0,FAIRVIEW,0,0,0,,AMERICAN TURNED PRODUCTS,0,NA,0,,,0,0,,,0,42.010644,-80.246969,ERIE,,,,0,,1,Reported,7439965,16415MRCNT7626K,0
50,1987,1,0,Lead,0,GROVE CITY,2.4,0,0,,GE TRANSPORTATION GROVE CITY UX PLANT,0,NA,1,,,0,0,,,0,41.16952,-80.066197,ERIE,BELLEVILLE,DETROIT,,0,,1,Reported,7439921,1612WGTRNS66BAR,0
50,1987,1,0,Lead  And Lead Compounds,0,CORRY,0.1,0,0,,CORRY FORGE CO - WEST,0,NA,0,,,0,0,,,0,41.922014,-79.641247,ERIE,,,,0,,1,Reported,N420,1640WCRRYF26WWA,0
50,1995,1,0.0093,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,ELLWOOD CITY,0,0,0,,NALCO CO,0,NA,0,,,0,0,,,0,40.850404,-80.273967,WAYNESBURG,,,,0,,1,Reported,N511,16117CLGNCPOBOX,0
50,1987,1,0,Manganese,0,SALTSBURG,0,0,0,,NORMA PENNSYLVANIA,0,NA,0,,,0,0,,,0,40.484753,-79.381749,GREENSBURG,,,,0,,1,Reported,7439965,15681BRZND100AE,0
50,1995,1,0,Sodium nitrite,0,YORK,25382,0,0,,ENVIRITE OF PENNSYLVANIA INC,0,NA,0,,,0,0,,,0,39.986769,-76.748829,SHIPPENSBURG,,,,0,,1,Reported,7632000,17404NVRTF730VO,0
30,2000,1,0,Benzo[g h i]perylene,0,BRIDGEVILLE,0,0,0,,NORTHEAST PAVING BRIDGEVILLE PLANT,0,NA,0,,,0,0,,,0,40.3741,-80.1144,,,,,0,,1,Reported,191242,1501WTHLNC2PRES,0
30,1987,1,0,Zinc compounds,0,CAMP HILL,0,0,0,,ADM ANIMAL NUTRITION INC,0,NA,0,,,0,0,,,0,40.23385,-76.91376,,,,,0,,,Reported,N982,17011CNTRL2000H,0
30,2000,1,0.0042,Vanadium compounds,0,SCHENLEY,0,0,0,,BPI INC-SCHENLEY PA PLANT,0,NA,0,,,0,0,,,0,40.69007,-79.66101,,,,,0,,1,Reported,N770,1568WBPNCS162IB,0
50,1987,1,0,Toluene,0,MARS,0,0,0,,FBC CHEMICAL CORP,0,NA,0,,,0,0,,,0,40.691364,-80.000636,,,,,0,,,Reported,108883,16046FBCCH634RT,0
50,1995,1,34,Diisocyanates,0,WASHINGTON,5502,0,0,,PLEIGER PLASTICS CO,0,NA,0,,,0,0,,,0,40.197877,-80.253772,WASHINGTON,,,,0,,1,Reported,N120,15301PLGRPPOBOX,0
30,1995,1,0,Diisocyanates,0,BENSALEM,0,0,0,,NATIONAL REFRIGERATION & A/C PRODUCTS,0,NA,0,,,0,0,,,0,40.08042,-74.92569,,,,,0,,,Reported,N120,19020NTNLR539DU,0
30,1987,1,5,Copper  And Copper Compounds,0,YORK,0,0,0,,JOHNSON CONTROLS INC - ACE FACILITY,0,NA,0,,,0,0,,,0,39.97465,-76.6993,YORK,,,,0,,1,Reported,N100,1740WJHNSN1499E,0
30,1987,1,0,Copper,0,BATH,39.22,0,0,,EFFORT FOUNDRY  INC,0,NA,0,,,0,0,,,0,40.72002,-75.38198,WHITEHALL,,,,0,,1,Reported,7440508,18014FFRTF698CH,0
31,1987,1,9190,Dichloromethane,0,TAMAQUA,0,0,0,,VERSUM MATERIALS US LLC,0,NA,0,,,0,0,,,0,40.836389,-76.030833,MIDDLESEX,,,,0,,1,Reported,75092,18252RPRDCPOBOX,0.122
50,1990,1,3475,Creosote,0,DUBOIS,4801,0,0,,STELLA-JONES CORP,0,NA,0,,,0,0,,,0,41.126841,-78.776655,DETROIT,,,,0,,1,Reported,8001589,15801BRKPRGUYAV,12
25,1987,1,16.95,Nitric acid,0,HERMITAGE,0,0,0,,INTERSTATE CHEMICAL CO INC,0,NA,0,,,0,0,,,0,41.196111,-80.471944,,,,,0,,1,Reported,7697372,16148NTRST2797F,0
30,1987,1,0,Nickel,0,LANCASTER,0,0,5,,ITT ENGINEERED VALVES LLC,0,NA,0,,,0,0,,,0,40.0434,-76.39111,LEBANON,,,,0,,1,Reported,7440020,17603TTNGN33CEN,0
17400,1987,1,10546,Hydrogen fluoride,0,NEW FLORENCE,0,0,0,,CONEMAUGH GENERATING STATION,0,NA,0,,,0,0,,,0,40.3842,-79.0611,,,,,0,,1,Reported,7664393,15944CNMGHRTE20,0
8,1987,1,111,Antimony,1,TRAINER,0,0,0,,MONROE ENERGY LLC-TRAINER REFINERY,0,NA,0,,,0,0,,,0,39.829311,-75.401169,EL DORADO,,,,0,,1,Reported,7440360,19061BPLCMPOSTR,0
50,1987,1,0,Copper  And Copper Compounds,0,WASHINGTON,0,0,866.2,,WEST PENN WIRE/CDT - WA,0,NA,0,,,0,0,,,0,40.155658,-80.29467,WASHINGTON,,,,0,,1,Reported,N100,15301WSTPN2833W,3.5
30,1987,1,0,Copper,0,LANCASTER,0,0,0,,OMNIMAX INTERNATIONAL LLC,0,NA,0,,,0,0,,,0,40.0417,-76.4043,BALTIMORE,,,,0,,1,Reported,7440508,17603LMXLM450RI,0
10,1987,1,0,Toluene,0,MARS,0,0,0,,PURVIS BROTHERS INC,0,NA,0,,,0,0,,,0,40.68847,-80.00566,,,,,0,,,Reported,108883,16046PRVSB321MA,0
8,1987,1,263,Xylene (mixed isomers),0,MONTGOMERYVILLE,0,0,0,,ITW PERFORMANCE POLYMERS,0,NA,0,,,0,0,,,0,40.232891,-75.224869,BINGHAMTON,,,,0,,1,Reported,1330207,18936TWPHL130CO,0
100,1987,1,87.98,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,HOLLSOPPLE,560,0,0,,NORTH AMERICAN HOGANAS,0,NA,0,,,0,0,,,0,40.192646,-78.933994,HOLLSOPPLE,SARVER,HOLLSOPPLE,,0,,1,Reported,N090,15935FRSTMRTE60,6.7
100,1995,1,136,Phenanthrene,0,MONESSEN,0,0,0,,CLEVELAND-CLIFFS MONESSEN COKE LLC,0,NA,0,,,0,0,,,0,40.1632,-79.8861,GRAFTON,,,,0,,1,Reported,85018,15062MNSSN345DO,0
30,1987,1,301.44,n-Butyl alcohol,0,LANCASTER,0,0,0,,JL CLARK LLC,0,NA,0,,,0,78.55,,,0,40.04417,-76.2981,,,,,78.55,,1,Reported,71363,17604JLCLR303NO,0
50,1987,1,0,Barium,0,CHESWICK,0,0,0,,GLEN-GERY CORP - PITTSBURGH PLANT,0,NA,0,,,0,0,,,0,40.559779,-79.840228,,,,,0,,,Reported,7440393,15024RDLND230RI,0
10,1987,1,0,Chromium,0,TRAPPE,1739.8,0,0,,VIANT COLLEGEVILLE LLC,0,NA,0,,,0,0,,,0,40.1948,-75.48483,PHILADELPHIA,MORRISVILLE,BRIDGEPORT,,0,,1,Reported,7440473,19426NFRMT200WE,0
50,1987,1,0.71,Chromium,0,SHARON,1427,0,0,,SSAB WEAR SOLUTIONS ASTRALLOY,0,NA,0,,,0,0,,,0,41.226317,-80.515344,ERIE,,,,0,,1,Reported,7440473,1614WSTRLL251WH,0
100,1987,1,287887,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,COLVER,0,0,0,,COLVER GREEN ENERGY,0,NA,0,,,0,0,,,0,40.5504,-78.7989,,,,,0,,1,Reported,7647010,15927CLVRP141IN,0
30,1987,1,0,Methanol,0,WARRINGTON,0,0,0,,POLYSCIENCES INC,0,NA,0,,,0,0,,,0,40.21886,-75.12973,EAST CHICAGO,,,,0,,1,Reported,67561,18976PLYSC400VA,0
336,1987,1,6,Nickel compounds,0,SHENANDOAH,0,0,0,,SAINT NICHOLAS COGENERATION PROJECT,0,NA,0,,,0,19442,,,0,40.822464,-76.17337,,,,,0,M2,0,Reported,N495,17976STNCHHWY54,0
50,1987,1,10.075,Chromium,0,TURTLE CREEK,0,0,0,,HOLTEC MANUFACTURING,0,NA,0,,,0,0,,,0,40.40211,-79.83203,IRVINE,FAIRLESS HILLS,,,0,,1,Reported,7440473,15145STLDN200BR,0
